epoch,training_time,lr,train_loss,train_val_loss,val_val_loss,train_acc,val_acc
epoch_0_2022-08-24 21:37:11,130.30s,0.00001000,1.3193,0.0000,1.4430,0.0000,0.4931
epoch_1_2022-08-24 21:39:37,127.56s,0.00001000,1.0919,0.0000,1.3432,0.0000,0.5670
epoch_2_2022-08-24 21:42:02,126.35s,0.00001000,0.9531,0.0000,1.2574,0.0000,0.6070
epoch_3_2022-08-24 21:44:28,127.42s,0.00001000,0.8673,0.0000,1.3310,0.0000,0.6175
epoch_4_2022-08-24 21:46:54,127.38s,0.00001000,0.8170,0.0000,1.0323,0.0000,0.6772
epoch_5_2022-08-24 21:49:20,127.20s,0.00001000,0.7839,0.0000,1.0510,0.0000,0.6749
epoch_6_2022-08-24 21:51:44,126.50s,0.00001000,0.7546,0.0000,1.0517,0.0000,0.6781
epoch_7_2022-08-24 21:54:09,125.79s,0.00001000,0.7222,0.0000,1.1400,0.0000,0.6901
epoch_8_2022-08-24 21:56:37,128.94s,0.00001000,0.6892,0.0000,1.1682,0.0000,0.6901
epoch_9_2022-08-24 21:59:09,132.76s,0.00000100,0.6452,0.0000,1.4511,0.0000,0.6584
