epoch,training_time,lr,train_loss,train_val_loss,val_val_loss,train_acc,val_acc
epoch_0_2022-08-24 22:07:32,155.45s,0.00001000,1.5289,0.0000,1.2770,0.0000,0.4665
epoch_1_2022-08-24 22:10:27,156.33s,0.00001000,1.3014,0.0000,1.1968,0.0000,0.5707
epoch_2_2022-08-24 22:13:21,155.52s,0.00001000,1.0791,0.0000,1.0056,0.0000,0.6286
epoch_3_2022-08-24 22:16:16,156.07s,0.00001000,0.9905,0.0000,0.9358,0.0000,0.6575
epoch_4_2022-08-24 22:19:12,156.81s,0.00001000,0.9478,0.0000,0.9368,0.0000,0.6607
epoch_5_2022-08-24 22:22:06,155.24s,0.00001000,0.9174,0.0000,0.9188,0.0000,0.6657
epoch_6_2022-08-24 22:24:58,153.94s,0.00001000,0.8949,0.0000,0.8577,0.0000,0.6837
epoch_7_2022-08-24 22:27:51,154.21s,0.00001000,0.8755,0.0000,0.8737,0.0000,0.6772
epoch_8_2022-08-24 22:30:44,155.17s,0.00001000,0.8487,0.0000,0.8584,0.0000,0.6988
epoch_9_2022-08-24 22:33:37,154.47s,0.00000100,0.8296,0.0000,0.8061,0.0000,0.7245
epoch_10_2022-08-24 22:36:30,154.56s,0.00000100,0.8085,0.0000,0.8291,0.0000,0.7144
epoch_11_2022-08-24 22:39:23,154.32s,0.00000100,0.8044,0.0000,0.8235,0.0000,0.7199
epoch_12_2022-08-24 22:42:16,154.27s,0.00000100,0.8016,0.0000,0.8632,0.0000,0.7071
epoch_13_2022-08-24 22:45:09,154.15s,0.00000100,0.8015,0.0000,0.7874,0.0000,0.7337
epoch_14_2022-08-24 22:48:02,154.57s,0.00000100,0.7976,0.0000,0.8010,0.0000,0.7323
epoch_15_2022-08-24 22:50:54,154.34s,0.00000100,0.7946,0.0000,0.7950,0.0000,0.7259
epoch_16_2022-08-24 22:53:47,154.51s,0.00000100,0.7904,0.0000,0.8431,0.0000,0.7126
epoch_17_2022-08-24 22:56:40,154.52s,0.00000100,0.7908,0.0000,0.8253,0.0000,0.7185
epoch_18_2022-08-24 22:59:33,154.54s,0.00000100,0.7927,0.0000,0.8069,0.0000,0.7259
epoch_19_2022-08-24 23:02:28,155.81s,0.00000010,0.7935,0.0000,0.8508,0.0000,0.7117
epoch_20_2022-08-24 23:05:22,155.44s,0.00000010,0.7859,0.0000,0.7688,0.0000,0.7369
epoch_21_2022-08-24 23:08:16,154.96s,0.00000010,0.7852,0.0000,0.8251,0.0000,0.7149
epoch_22_2022-08-24 23:11:10,155.21s,0.00000010,0.7832,0.0000,0.8122,0.0000,0.7245
epoch_23_2022-08-24 23:14:03,154.69s,0.00000010,0.7862,0.0000,0.7948,0.0000,0.7282
epoch_24_2022-08-24 23:16:57,155.27s,0.00000010,0.7882,0.0000,0.8134,0.0000,0.7231
epoch_25_2022-08-24 23:19:51,154.99s,0.00000010,0.7845,0.0000,0.7995,0.0000,0.7291
epoch_26_2022-08-24 23:22:44,154.81s,0.00000010,0.7822,0.0000,0.8033,0.0000,0.7268
epoch_27_2022-08-24 23:25:37,154.59s,0.00000010,0.7830,0.0000,0.8050,0.0000,0.7277
epoch_28_2022-08-24 23:28:30,154.73s,0.00000010,0.7860,0.0000,0.8289,0.0000,0.7176
epoch_29_2022-08-24 23:31:23,154.01s,0.00000001,0.7830,0.0000,0.8288,0.0000,0.7140
