epoch,training_time,lr,train_loss,train_val_loss,val_val_loss,train_acc,val_acc
epoch_0_2022-08-25 08:47:44,154.66s,0.00001000,1.6484,0.0000,1.1964,0.0000,0.5624
epoch_1_2022-08-25 08:50:35,154.66s,0.00001000,1.2995,0.0000,1.0711,0.0000,0.6015
epoch_2_2022-08-25 08:53:28,155.82s,0.00001000,1.1823,0.0000,1.0329,0.0000,0.6152
epoch_3_2022-08-25 08:56:23,157.10s,0.00001000,1.1094,0.0000,1.0231,0.0000,0.6235
epoch_4_2022-08-25 08:59:14,153.96s,0.00001000,1.0315,0.0000,0.9532,0.0000,0.6492
epoch_5_2022-08-25 09:02:05,154.18s,0.00001000,0.9626,0.0000,0.9194,0.0000,0.6694
epoch_6_2022-08-25 09:04:58,156.42s,0.00001000,0.9219,0.0000,0.8748,0.0000,0.6708
epoch_7_2022-08-25 09:08:22,180.67s,0.00001000,0.8906,0.0000,0.8319,0.0000,0.6919
epoch_8_2022-08-25 09:12:52,245.55s,0.00001000,0.8587,0.0000,0.8084,0.0000,0.7020
epoch_9_2022-08-25 09:17:22,245.49s,0.00000100,0.8326,0.0000,0.8188,0.0000,0.7080
epoch_10_2022-08-25 09:21:44,239.58s,0.00000100,0.8222,0.0000,0.7954,0.0000,0.7117
epoch_11_2022-08-25 09:26:07,238.52s,0.00000100,0.8142,0.0000,0.7908,0.0000,0.7130
epoch_12_2022-08-25 09:30:19,235.71s,0.00000100,0.8099,0.0000,0.7877,0.0000,0.7135
epoch_13_2022-08-25 09:33:10,154.03s,0.00000100,0.8086,0.0000,0.7811,0.0000,0.7117
epoch_14_2022-08-25 09:36:00,152.92s,0.00000100,0.8094,0.0000,0.7880,0.0000,0.7121
epoch_15_2022-08-25 09:38:52,154.87s,0.00000100,0.8057,0.0000,0.7863,0.0000,0.7195
epoch_16_2022-08-25 09:41:42,154.58s,0.00000100,0.8034,0.0000,0.7922,0.0000,0.7149
epoch_17_2022-08-25 09:45:12,187.53s,0.00000100,0.8010,0.0000,0.7943,0.0000,0.7185
epoch_18_2022-08-25 09:49:31,235.63s,0.00000100,0.7978,0.0000,0.8094,0.0000,0.7140
epoch_19_2022-08-25 09:53:51,237.83s,0.00000010,0.7997,0.0000,0.7896,0.0000,0.7190
epoch_20_2022-08-25 09:57:06,177.98s,0.00000010,0.7946,0.0000,0.7836,0.0000,0.7204
epoch_21_2022-08-25 09:59:58,155.59s,0.00000010,0.7960,0.0000,0.7873,0.0000,0.7222
epoch_22_2022-08-25 10:02:50,155.27s,0.00000010,0.7955,0.0000,0.7761,0.0000,0.7227
epoch_23_2022-08-25 10:05:41,154.37s,0.00000010,0.7932,0.0000,0.7718,0.0000,0.7245
epoch_24_2022-08-25 10:08:32,153.90s,0.00000010,0.7919,0.0000,0.7701,0.0000,0.7236
epoch_25_2022-08-25 10:11:23,153.66s,0.00000010,0.7960,0.0000,0.7671,0.0000,0.7268
epoch_26_2022-08-25 10:14:16,155.80s,0.00000010,0.7944,0.0000,0.7721,0.0000,0.7250
epoch_27_2022-08-25 10:17:06,154.12s,0.00000010,0.7931,0.0000,0.7860,0.0000,0.7208
epoch_28_2022-08-25 10:19:58,154.19s,0.00000010,0.7942,0.0000,0.7778,0.0000,0.7231
epoch_29_2022-08-25 10:22:48,154.21s,0.00000001,0.7931,0.0000,0.8087,0.0000,0.7121
