epoch,training_time,lr,train_loss,train_val_loss,val_val_loss,train_avg_f1,val_avg_f1
epoch_0_2022-08-20 17:47:55,144.53s,0.00010000,1.1154,1.2971,1.3826,0.6062,0.5950
epoch_1_2022-08-20 17:51:22,144.14s,0.00010000,0.8308,0.7404,0.9495,0.7080,0.6708
epoch_2_2022-08-20 17:54:46,143.60s,0.00010000,0.6837,0.7978,1.1542,0.7281,0.6671
epoch_3_2022-08-20 17:58:13,144.03s,0.00010000,0.5403,0.4161,0.8878,0.8328,0.7172
