epoch,training_time,lr,train_loss,train_val_loss,val_val_loss,train_acc,val_acc
epoch_0_2022-09-21 15:27:56,88.86s,0.00100000,1.4164,0.0000,1.2827,0.0000,0.4728
epoch_1_2022-09-21 15:29:30,86.38s,0.00100000,1.2712,0.0000,1.1841,0.0000,0.5206
epoch_2_2022-09-21 15:31:12,93.16s,0.00100000,1.1797,0.0000,1.1107,0.0000,0.5733
epoch_3_2022-09-21 15:32:50,89.78s,0.00100000,1.1146,0.0000,1.1134,0.0000,0.5482
epoch_4_2022-09-21 15:34:26,87.84s,0.00100000,1.0788,0.0000,1.0391,0.0000,0.5883
epoch_5_2022-09-21 15:36:00,86.31s,0.00100000,1.0511,0.0000,0.9541,0.0000,0.6293
epoch_6_2022-09-21 15:37:35,86.90s,0.00100000,1.0290,0.0000,0.9400,0.0000,0.6422
epoch_7_2022-09-21 15:40:20,155.50s,0.00100000,1.0058,0.0000,0.8744,0.0000,0.6570
epoch_8_2022-09-21 15:43:43,193.38s,0.00100000,1.0064,0.0000,0.9036,0.0000,0.6387
epoch_9_2022-09-21 15:46:36,165.71s,0.00100000,0.9778,0.0000,0.8241,0.0000,0.6732
epoch_10_2022-09-21 15:48:12,87.16s,0.00100000,0.9828,0.0000,0.9236,0.0000,0.6436
epoch_11_2022-09-21 15:49:46,86.56s,0.00100000,0.9638,0.0000,0.9305,0.0000,0.6486
epoch_12_2022-09-21 15:51:20,86.32s,0.00100000,0.9779,0.0000,0.7289,0.0000,0.7010
epoch_13_2022-09-21 15:52:56,87.30s,0.00100000,0.9470,0.0000,0.7295,0.0000,0.7455
epoch_14_2022-09-21 15:54:30,86.50s,0.00100000,0.9214,0.0000,0.7769,0.0000,0.6846
epoch_15_2022-09-21 15:56:05,86.53s,0.00010000,0.9279,0.0000,0.8147,0.0000,0.7157
epoch_16_2022-09-21 15:57:38,85.65s,0.00010000,0.7791,0.0000,0.6006,0.0000,0.7790
epoch_17_2022-09-21 15:59:12,85.54s,0.00010000,0.7355,0.0000,0.5069,0.0000,0.8160
epoch_18_2022-09-21 16:00:45,85.94s,0.00010000,0.7034,0.0000,0.5211,0.0000,0.8099
epoch_19_2022-09-21 16:02:19,85.66s,0.00010000,0.6710,0.0000,0.5025,0.0000,0.8038
epoch_20_2022-09-21 16:03:52,85.70s,0.00010000,0.6501,0.0000,0.4891,0.0000,0.8184
epoch_21_2022-09-21 16:05:26,85.93s,0.00010000,0.6260,0.0000,0.4930,0.0000,0.8229
