epoch,training_time,lr,train_loss,train_val_loss,val_val_loss,train_acc,val_acc
epoch_0_2022-09-09 09:34:08,49.47s,0.00100000,1.3986,0.0000,1.2678,0.0000,0.5061
epoch_1_2022-09-09 09:35:05,49.28s,0.00100000,1.2150,0.0000,1.1307,0.0000,0.5646
epoch_2_2022-09-09 09:36:03,50.60s,0.00100000,1.1388,0.0000,1.1088,0.0000,0.5858
epoch_3_2022-09-09 09:37:01,49.50s,0.00100000,1.0874,0.0000,1.0638,0.0000,0.5983
epoch_4_2022-09-09 09:37:58,49.45s,0.00100000,1.0661,0.0000,1.0490,0.0000,0.5902
epoch_5_2022-09-09 09:38:55,49.47s,0.00100000,1.0509,0.0000,1.0684,0.0000,0.5988
epoch_6_2022-09-09 09:39:52,49.53s,0.00100000,1.0321,0.0000,1.0489,0.0000,0.5784
epoch_7_2022-09-09 09:40:49,49.51s,0.00100000,1.0260,0.0000,0.9736,0.0000,0.6224
epoch_8_2022-09-09 09:41:46,49.41s,0.00100000,1.0040,0.0000,0.9655,0.0000,0.6363
epoch_9_2022-09-09 09:42:43,49.43s,0.00100000,0.9926,0.0000,0.9548,0.0000,0.6376
epoch_10_2022-09-09 09:43:41,50.06s,0.00100000,0.9661,0.0000,0.9695,0.0000,0.6306
epoch_11_2022-09-09 09:44:38,49.26s,0.00100000,0.9445,0.0000,0.9655,0.0000,0.6343
epoch_12_2022-09-09 09:45:35,49.22s,0.00100000,0.9361,0.0000,0.8912,0.0000,0.6514
epoch_13_2022-09-09 09:46:32,49.65s,0.00100000,0.9267,0.0000,0.8539,0.0000,0.6842
epoch_14_2022-09-09 09:47:29,49.04s,0.00100000,0.9145,0.0000,0.9010,0.0000,0.6637
epoch_15_2022-09-09 09:49:05,88.51s,0.00010000,0.9036,0.0000,0.9298,0.0000,0.6591
epoch_16_2022-09-09 09:50:41,87.82s,0.00010000,0.8426,0.0000,0.8711,0.0000,0.6741
epoch_17_2022-09-09 09:52:17,88.08s,0.00010000,0.8322,0.0000,0.7914,0.0000,0.6917
epoch_18_2022-09-09 09:53:53,88.27s,0.00010000,0.8173,0.0000,0.8327,0.0000,0.6903
epoch_19_2022-09-09 09:55:29,88.30s,0.00010000,0.8142,0.0000,0.7925,0.0000,0.7154
epoch_20_2022-09-09 09:57:06,89.13s,0.00010000,0.8029,0.0000,0.8083,0.0000,0.6936
epoch_21_2022-09-09 09:58:42,88.26s,0.00010000,0.7940,0.0000,0.8358,0.0000,0.6768
epoch_22_2022-09-09 10:00:18,87.95s,0.00010000,0.7927,0.0000,0.7747,0.0000,0.7172
epoch_23_2022-09-09 10:01:55,89.32s,0.00010000,0.7856,0.0000,0.7911,0.0000,0.6997
epoch_24_2022-09-09 10:03:31,88.28s,0.00010000,0.7846,0.0000,0.7522,0.0000,0.7213
epoch_25_2022-09-09 10:05:08,89.19s,0.00010000,0.7814,0.0000,0.7313,0.0000,0.7202
epoch_26_2022-09-09 10:06:44,88.30s,0.00010000,0.7708,0.0000,0.7546,0.0000,0.7233
epoch_27_2022-09-09 10:08:21,88.69s,0.00010000,0.7633,0.0000,0.7810,0.0000,0.7105
epoch_28_2022-09-09 10:09:57,88.69s,0.00010000,0.7681,0.0000,0.7288,0.0000,0.7151
epoch_29_2022-09-09 10:11:35,90.12s,0.00010000,0.7549,0.0000,0.7407,0.0000,0.7313
epoch_30_2022-09-09 10:13:12,88.88s,0.00010000,0.7487,0.0000,0.7457,0.0000,0.7341
epoch_31_2022-09-09 10:14:48,87.50s,0.00001000,0.7521,0.0000,0.7490,0.0000,0.7348
epoch_32_2022-09-09 10:15:47,51.21s,0.00001000,0.7382,0.0000,0.7260,0.0000,0.7227
epoch_33_2022-09-09 10:16:46,51.20s,0.00001000,0.7380,0.0000,0.6985,0.0000,0.7323
epoch_34_2022-09-09 10:17:45,51.37s,0.00001000,0.7355,0.0000,0.7056,0.0000,0.7230
epoch_35_2022-09-09 10:18:44,50.71s,0.00001000,0.7282,0.0000,0.7764,0.0000,0.7055
epoch_36_2022-09-09 10:19:43,51.18s,0.00001000,0.7330,0.0000,0.7313,0.0000,0.7402
epoch_37_2022-09-09 10:20:41,51.09s,0.00001000,0.7286,0.0000,0.7244,0.0000,0.7406
epoch_38_2022-09-09 10:21:41,51.48s,0.00001000,0.7319,0.0000,0.7182,0.0000,0.7244
epoch_39_2022-09-09 10:22:40,50.84s,0.00001000,0.7284,0.0000,0.7772,0.0000,0.7018
epoch_40_2022-09-09 10:23:39,51.67s,0.00001000,0.7322,0.0000,0.7060,0.0000,0.7417
epoch_41_2022-09-09 10:24:38,51.14s,0.00001000,0.7264,0.0000,0.7257,0.0000,0.7226
epoch_42_2022-09-09 10:25:37,50.86s,0.00001000,0.7255,0.0000,0.7061,0.0000,0.7426
epoch_43_2022-09-09 10:26:36,51.19s,0.00001000,0.7294,0.0000,0.7015,0.0000,0.7370
epoch_44_2022-09-09 10:27:34,50.68s,0.00001000,0.7258,0.0000,0.6904,0.0000,0.7342
epoch_45_2022-09-09 10:28:33,50.89s,0.00001000,0.7238,0.0000,0.7383,0.0000,0.7250
epoch_46_2022-09-09 10:29:32,51.33s,0.00001000,0.7252,0.0000,0.7217,0.0000,0.7439
epoch_47_2022-09-09 10:30:32,51.31s,0.00000100,0.7296,0.0000,0.7188,0.0000,0.7297
epoch_48_2022-09-09 10:31:30,50.87s,0.00000100,0.7180,0.0000,0.7330,0.0000,0.7226
epoch_49_2022-09-09 10:32:29,50.82s,0.00000100,0.7187,0.0000,0.7428,0.0000,0.7282
epoch_50_2022-09-09 10:33:27,50.28s,0.00000100,0.7195,0.0000,0.7191,0.0000,0.7244
epoch_51_2022-09-09 10:34:25,49.98s,0.00000100,0.7145,0.0000,0.7690,0.0000,0.7069
epoch_52_2022-09-09 10:35:23,50.68s,0.00000100,0.7212,0.0000,0.7174,0.0000,0.7434
epoch_53_2022-09-09 10:36:21,49.99s,0.00000100,0.7147,0.0000,0.7686,0.0000,0.7087
epoch_54_2022-09-09 10:37:18,49.31s,0.00000100,0.7248,0.0000,0.7271,0.0000,0.7434
